,ID number,Sales Date,Sellers County of Origin,Sellers State of Origin,Buyers County of Origin,Buyers State of Origin,Slave Name,Sex,Price,lat0,long0,lat1,long1
5602,6490,1859-04-19,New Orleans,LA,New Orleans,LA,Annette,1,1500,30.068636,-89.939007,30.068636,-89.939007
5603,6502,1859-04-19,New Orleans,LA,New Orleans,LA,Lucie,1,1750,30.068636,-89.939007,30.068636,-89.939007
5606,8700,1859-04-19,New Orleans,LA,New Orleans,LA,Rosette,1,300,30.068636,-89.939007,30.068636,-89.939007
5608,8715,1859-04-19,New Orleans,LA,New Orleans,LA,Victorin,0,1100,30.068636,-89.939007,30.068636,-89.939007
5609,6498,1859-04-20,New Orleans,LA,New Orleans,LA,Nancy Miller,1,1500,30.068636,-89.939007,30.068636,-89.939007
5610,6499,1859-04-20,New Orleans,LA,New Orleans,LA,Clarice,1,450,30.068636,-89.939007,30.068636,-89.939007
5611,7618,1859-04-20,New Orleans,LA,New Orleans,LA,Sophia,1,1000,30.068636,-89.939007,30.068636,-89.939007
5612,7620,1859-04-20,New Orleans,LA,New Orleans,LA,Julia,1,1200,30.068636,-89.939007,30.068636,-89.939007
5613,7624,1859-04-20,New Orleans,LA,New Orleans,LA,Raison/Leurent Adolphe,0,1000,30.068636,-89.939007,30.068636,-89.939007
5614,7625,1859-04-20,New Orleans,LA,New Orleans,LA,Sarah,1,300,30.068636,-89.939007,30.068636,-89.939007
5618,8705,1859-04-20,New Orleans,LA,New Orleans,LA,Sarah Ann,1,900,30.068636,-89.939007,30.068636,-89.939007
5619,8708,1859-04-20,New Orleans,LA,New Orleans,LA,Modeste,1,900,30.068636,-89.939007,30.068636,-89.939007
5620,8733,1859-04-20,New Orleans,LA,New Orleans,LA,Toussaint,1,1500,30.068636,-89.939007,30.068636,-89.939007
5623,6504,1859-04-21,New Orleans,LA,New Orleans,LA,Charlotte,1,1350,30.068636,-89.939007,30.068636,-89.939007
5624,7647,1859-04-21,New Orleans,LA,New Orleans,LA,Sophia,1,1000,30.068636,-89.939007,30.068636,-89.939007
5628,8711,1859-04-21,New Orleans,LA,New Orleans,LA,Sophie/Annette,1,1350,30.068636,-89.939007,30.068636,-89.939007
5630,9740,1859-04-21,New Orleans,LA,New Orleans,LA,Joseph,0,1200,30.068636,-89.939007,30.068636,-89.939007
5632,10778,1859-04-21,New Orleans,LA,New Orleans,LA,Francois / Frank,0,1475,30.068636,-89.939007,30.068636,-89.939007
5634,6510,1859-04-23,New Orleans,LA,New Orleans,LA,Marie,1,1400,30.068636,-89.939007,30.068636,-89.939007
5639,7626,1859-04-23,New Orleans,LA,New Orleans,LA,Marie Louise,1,1375,30.068636,-89.939007,30.068636,-89.939007
5652,7639,1859-04-23,New Orleans,LA,New Orleans,LA,Estelle/Esther,1,900,30.068636,-89.939007,30.068636,-89.939007
5655,7658,1859-04-23,New Orleans,LA,New Orleans,LA,Amelie,1,400,30.068636,-89.939007,30.068636,-89.939007
5658,8721,1859-04-23,New Orleans,LA,New Orleans,LA,Henry,0,600,30.068636,-89.939007,30.068636,-89.939007
5659,8731,1859-04-23,New Orleans,LA,New Orleans,LA,Alleck,0,1300,30.068636,-89.939007,30.068636,-89.939007
5660,10773,1859-04-23,New Orleans,LA,New Orleans,LA,Emma,1,760,30.068636,-89.939007,30.068636,-89.939007
5661,8767,1859-04-24,New Orleans,LA,New Orleans,LA,Martin,0,1200,30.068636,-89.939007,30.068636,-89.939007
5664,8725,1859-04-25,New Orleans,LA,New Orleans,LA,Jane,1,600,30.068636,-89.939007,30.068636,-89.939007
5666,10762,1859-04-25,New Orleans,LA,New Orleans,LA,Polly,1,1100,30.068636,-89.939007,30.068636,-89.939007
5671,7657,1859-04-26,New Orleans,LA,New Orleans,LA,Nanette/Anette,1,800,30.068636,-89.939007,30.068636,-89.939007
5672,8723,1859-04-26,New Orleans,LA,New Orleans,LA,Emilia,1,600,30.068636,-89.939007,30.068636,-89.939007
5673,8756,1859-04-26,New Orleans,LA,New Orleans,LA,Jonte / Margaret,1,1000,30.068636,-89.939007,30.068636,-89.939007
5674,7659,1859-04-27,New Orleans,LA,New Orleans,LA,Henriette,1,1350,30.068636,-89.939007,30.068636,-89.939007
5682,8734,1859-04-27,New Orleans,LA,New Orleans,LA,Bill,0,375,30.068636,-89.939007,30.068636,-89.939007
5687,8753,1859-04-28,New Orleans,LA,New Orleans,LA,Francis,1,1150,30.068636,-89.939007,30.068636,-89.939007
5689,8765,1859-04-28,New Orleans,LA,New Orleans,LA,Sophia,1,1300,30.068636,-89.939007,30.068636,-89.939007
5690,9726,1859-04-28,New Orleans,LA,New Orleans,LA,Milly,1,350,30.068636,-89.939007,30.068636,-89.939007
5691,10836,1859-04-28,New Orleans,LA,New Orleans,LA,Pauline,1,1200,30.068636,-89.939007,30.068636,-89.939007
5692,8754,1859-04-29,New Orleans,LA,New Orleans,LA,Rosalie,1,1635,30.068636,-89.939007,30.068636,-89.939007
5694,9723,1859-04-29,New Orleans,LA,New Orleans,LA,Royal,0,500,30.068636,-89.939007,30.068636,-89.939007
5695,9737,1859-04-29,New Orleans,LA,New Orleans,LA,Juliana,1,1075,30.068636,-89.939007,30.068636,-89.939007
5701,8755,1859-04-30,New Orleans,LA,New Orleans,LA,Lady Sutten,1,400,30.068636,-89.939007,30.068636,-89.939007
5702,8757,1859-04-30,New Orleans,LA,New Orleans,LA,Jane,1,1350,30.068636,-89.939007,30.068636,-89.939007
5703,8759,1859-04-30,New Orleans,LA,New Orleans,LA,Pauline,1,1127,30.068636,-89.939007,30.068636,-89.939007
5704,9746,1859-04-30,New Orleans,LA,New Orleans,LA,Ben,0,1300,30.068636,-89.939007,30.068636,-89.939007
5705,10775,1859-04-30,New Orleans,LA,New Orleans,LA,Paul,0,300,30.068636,-89.939007,30.068636,-89.939007
5706,10797,1859-04-30,New Orleans,LA,New Orleans,LA,John,0,1400,30.068636,-89.939007,30.068636,-89.939007
5707,10826,1859-04-30,New Orleans,LA,New Orleans,LA,Sidney,1,600,30.068636,-89.939007,30.068636,-89.939007
5710,8773,1859-05-02,New Orleans,LA,New Orleans,LA,Henry,0,1000,30.068636,-89.939007,30.068636,-89.939007
5717,9691,1859-05-02,New Orleans,LA,New Orleans,LA,John,0,850,30.068636,-89.939007,30.068636,-89.939007
5719,10018,1859-05-02,New Orleans,LA,New Orleans,LA,Henry,0,500,30.068636,-89.939007,30.068636,-89.939007
5720,10776,1859-05-03,New Orleans,LA,New Orleans,LA,Emily,1,1200,30.068636,-89.939007,30.068636,-89.939007
5723,8766,1859-05-04,New Orleans,LA,New Orleans,LA,Peter Williams,0,1375,30.068636,-89.939007,30.068636,-89.939007
5724,8774,1859-05-04,New Orleans,LA,New Orleans,LA,Betty,1,1800,30.068636,-89.939007,30.068636,-89.939007
5725,9697,1859-05-04,New Orleans,LA,New Orleans,LA,Mariah,1,2300,30.068636,-89.939007,30.068636,-89.939007
5726,10779,1859-05-04,New Orleans,LA,New Orleans,LA,Mary Ann,1,1200,30.068636,-89.939007,30.068636,-89.939007
5730,9734,1859-05-05,New Orleans,LA,New Orleans,LA,Mary,1,400,30.068636,-89.939007,30.068636,-89.939007
5731,9735,1859-05-05,New Orleans,LA,New Orleans,LA,Pauline,1,450,30.068636,-89.939007,30.068636,-89.939007
5741,10795,1859-05-05,New Orleans,LA,New Orleans,LA,Amelia,1,1900,30.068636,-89.939007,30.068636,-89.939007
5742,8770,1859-05-06,New Orleans,LA,New Orleans,LA,Ellen,1,1000,30.068636,-89.939007,30.068636,-89.939007
5745,9757,1859-05-06,New Orleans,LA,New Orleans,LA,Helen,1,1100,30.068636,-89.939007,30.068636,-89.939007
5747,10813,1859-05-06,New Orleans,LA,New Orleans,LA,Aimee,1,1100,30.068636,-89.939007,30.068636,-89.939007
5748,7374,1859-05-07,New Orleans,LA,New Orleans,LA,Harriet,1,500,30.068636,-89.939007,30.068636,-89.939007
5749,8771,1859-05-07,New Orleans,LA,New Orleans,LA,Lucretia,1,1125,30.068636,-89.939007,30.068636,-89.939007
5751,9724,1859-05-07,New Orleans,LA,New Orleans,LA,Suzanna,1,750,30.068636,-89.939007,30.068636,-89.939007
5757,8775,1859-05-09,New Orleans,LA,New Orleans,LA,Flora,1,2000,30.068636,-89.939007,30.068636,-89.939007
5758,8782,1859-05-09,New Orleans,LA,New Orleans,LA,Joseph,0,1400,30.068636,-89.939007,30.068636,-89.939007
5759,8805,1859-05-09,New Orleans,LA,New Orleans,LA,Mattie,1,2200,30.068636,-89.939007,30.068636,-89.939007
5760,9733,1859-05-09,New Orleans,LA,New Orleans,LA,Cecilia,1,1500,30.068636,-89.939007,30.068636,-89.939007
5762,10805,1859-05-09,New Orleans,LA,New Orleans,LA,Caroline,1,700,30.068636,-89.939007,30.068636,-89.939007
5764,10814,1859-05-09,New Orleans,LA,New Orleans,LA,Joseph,0,400,30.068636,-89.939007,30.068636,-89.939007
5766,9738,1859-05-10,New Orleans,LA,New Orleans,LA,Sarah Virginia Lathen,1,550,30.068636,-89.939007,30.068636,-89.939007
5768,9755,1859-05-10,New Orleans,LA,New Orleans,LA,Lucinda,1,800,30.068636,-89.939007,30.068636,-89.939007
5769,9921,1859-05-10,New Orleans,LA,New Orleans,LA,Mary Grady,1,1700,30.068636,-89.939007,30.068636,-89.939007
5771,10816,1859-05-10,New Orleans,LA,New Orleans,LA,Jim,0,800,30.068636,-89.939007,30.068636,-89.939007
5772,8793,1859-05-11,New Orleans,LA,New Orleans,LA,Mary Ann,1,1000,30.068636,-89.939007,30.068636,-89.939007
5773,9759,1859-05-11,New Orleans,LA,New Orleans,LA,Mary,1,1300,30.068636,-89.939007,30.068636,-89.939007
5774,10822,1859-05-11,New Orleans,LA,New Orleans,LA,Francis,1,650,30.068636,-89.939007,30.068636,-89.939007
5776,8785,1859-05-12,New Orleans,LA,New Orleans,LA,Victor,0,875,30.068636,-89.939007,30.068636,-89.939007
5777,8803,1859-05-12,New Orleans,LA,New Orleans,LA,Joe Blue,0,400,30.068636,-89.939007,30.068636,-89.939007
5779,8801,1859-05-13,New Orleans,LA,New Orleans,LA,Sophia,1,2200,30.068636,-89.939007,30.068636,-89.939007
5780,8819,1859-05-13,New Orleans,LA,New Orleans,LA,Milley,1,600,30.068636,-89.939007,30.068636,-89.939007
5781,9762,1859-05-13,New Orleans,LA,New Orleans,LA,Mathilda,1,1800,30.068636,-89.939007,30.068636,-89.939007
5783,8786,1859-05-14,New Orleans,LA,New Orleans,LA,Minerva,1,1000,30.068636,-89.939007,30.068636,-89.939007
5785,8790,1859-05-14,New Orleans,LA,New Orleans,LA,Albert Wilson,0,1600,30.068636,-89.939007,30.068636,-89.939007
5787,8792,1859-05-14,New Orleans,LA,New Orleans,LA,Laisa,1,2000,30.068636,-89.939007,30.068636,-89.939007
5791,8815,1859-05-14,New Orleans,LA,New Orleans,LA,Genevieve / Frances,1,1700,30.068636,-89.939007,30.068636,-89.939007
5792,9743,1859-05-14,New Orleans,LA,New Orleans,LA,Emeline,1,1250,30.068636,-89.939007,30.068636,-89.939007
5793,9744,1859-05-14,New Orleans,LA,New Orleans,LA,Betsey,1,1300,30.068636,-89.939007,30.068636,-89.939007
5794,9745,1859-05-14,New Orleans,LA,New Orleans,LA,Mary,1,1150,30.068636,-89.939007,30.068636,-89.939007
5797,10823,1859-05-14,New Orleans,LA,New Orleans,LA,Suzanne,1,1050,30.068636,-89.939007,30.068636,-89.939007
5798,10829,1859-05-14,New Orleans,LA,New Orleans,LA,Mose,0,807,30.068636,-89.939007,30.068636,-89.939007
5801,8858,1859-05-16,New Orleans,LA,New Orleans,LA,Alfred,0,1500,30.068636,-89.939007,30.068636,-89.939007
5804,8802,1859-05-17,New Orleans,LA,New Orleans,LA,Pamilia Cousing,1,1000,30.068636,-89.939007,30.068636,-89.939007
5808,9752,1859-05-17,New Orleans,LA,New Orleans,LA,Jules,1,200,30.068636,-89.939007,30.068636,-89.939007
5809,9796,1859-05-17,New Orleans,LA,New Orleans,LA,Henriette,1,850,30.068636,-89.939007,30.068636,-89.939007
5810,10825,1859-05-17,New Orleans,LA,New Orleans,LA,Adelaide,1,900,30.068636,-89.939007,30.068636,-89.939007
5811,10835,1859-05-17,New Orleans,LA,New Orleans,LA,John,0,1000,30.068636,-89.939007,30.068636,-89.939007
5812,8810,1859-05-18,New Orleans,LA,New Orleans,LA,Joe,0,1250,30.068636,-89.939007,30.068636,-89.939007
5813,9775,1859-05-18,New Orleans,LA,New Orleans,LA,Fanny Smith,1,1000,30.068636,-89.939007,30.068636,-89.939007
5815,10831,1859-05-18,New Orleans,LA,New Orleans,LA,Louisa,1,1200,30.068636,-89.939007,30.068636,-89.939007
5816,12008,1859-05-18,New Orleans,LA,New Orleans,LA,0,0,1500,30.068636,-89.939007,30.068636,-89.939007
5817,8809,1859-05-19,New Orleans,LA,New Orleans,LA,Rosa,1,1060,30.068636,-89.939007,30.068636,-89.939007
5818,8829,1859-05-19,New Orleans,LA,New Orleans,LA,Maria,1,800,30.068636,-89.939007,30.068636,-89.939007
5821,9758,1859-05-19,New Orleans,LA,New Orleans,LA,Ann,1,900,30.068636,-89.939007,30.068636,-89.939007
5822,9774,1859-05-19,New Orleans,LA,New Orleans,LA,John Brown,0,1825,30.068636,-89.939007,30.068636,-89.939007
5823,9963,1859-05-19,New Orleans,LA,New Orleans,LA,Adeline,1,1200,30.068636,-89.939007,30.068636,-89.939007
5824,10788,1859-05-19,New Orleans,LA,New Orleans,LA,Sarah,1,900,30.068636,-89.939007,30.068636,-89.939007
5826,9763,1859-05-20,New Orleans,LA,New Orleans,LA,John Henry,0,975,30.068636,-89.939007,30.068636,-89.939007
5828,8820,1859-05-21,New Orleans,LA,New Orleans,LA,Spencer,0,1600,30.068636,-89.939007,30.068636,-89.939007
5829,8821,1859-05-21,New Orleans,LA,New Orleans,LA,Louisa,1,600,30.068636,-89.939007,30.068636,-89.939007
5830,9764,1859-05-21,New Orleans,LA,New Orleans,LA,Laiza,1,4000,30.068636,-89.939007,30.068636,-89.939007
5837,10834,1859-05-21,New Orleans,LA,New Orleans,LA,Lucy / Louisa,1,1250,30.068636,-89.939007,30.068636,-89.939007
5839,8855,1859-05-23,New Orleans,LA,New Orleans,LA,Marie,1,1300,30.068636,-89.939007,30.068636,-89.939007
5840,10844,1859-05-23,New Orleans,LA,New Orleans,LA,William,0,1200,30.068636,-89.939007,30.068636,-89.939007
5841,11572,1859-05-23,New Orleans,LA,New Orleans,LA,Nat,0,1350,30.068636,-89.939007,30.068636,-89.939007
5849,9778,1859-05-24,New Orleans,LA,New Orleans,LA,Catherine,1,1200,30.068636,-89.939007,30.068636,-89.939007
5850,9782,1859-05-24,New Orleans,LA,New Orleans,LA,Anny,1,1100,30.068636,-89.939007,30.068636,-89.939007
5851,9788,1859-05-24,New Orleans,LA,New Orleans,LA,Victoire,1,1200,30.068636,-89.939007,30.068636,-89.939007
5852,9789,1859-05-24,New Orleans,LA,New Orleans,LA,Tom,0,1500,30.068636,-89.939007,30.068636,-89.939007
5853,9790,1859-05-24,New Orleans,LA,New Orleans,LA,Nancy,1,500,30.068636,-89.939007,30.068636,-89.939007
5855,8833,1859-05-25,New Orleans,LA,New Orleans,LA,Robert,0,1400,30.068636,-89.939007,30.068636,-89.939007
5856,8851,1859-05-25,New Orleans,LA,New Orleans,LA,John,0,1000,30.068636,-89.939007,30.068636,-89.939007
5857,8864,1859-05-25,New Orleans,LA,New Orleans,LA,Osborn,0,1400,30.068636,-89.939007,30.068636,-89.939007
5858,9783,1859-05-25,New Orleans,LA,New Orleans,LA,John,0,1000,30.068636,-89.939007,30.068636,-89.939007
5859,9784,1859-05-25,New Orleans,LA,New Orleans,LA,Suzan,1,950,30.068636,-89.939007,30.068636,-89.939007
5860,9785,1859-05-25,New Orleans,LA,New Orleans,LA,Mary Albert Pickett,1,1200,30.068636,-89.939007,30.068636,-89.939007
5865,8822,1859-05-26,New Orleans,LA,New Orleans,LA,Lucinda,1,1200,30.068636,-89.939007,30.068636,-89.939007
5866,8835,1859-05-26,New Orleans,LA,New Orleans,LA,Andre,0,1600,30.068636,-89.939007,30.068636,-89.939007
5868,9792,1859-05-26,New Orleans,LA,New Orleans,LA,Isaac,0,800,30.068636,-89.939007,30.068636,-89.939007
5869,9793,1859-05-26,New Orleans,LA,New Orleans,LA,Nancy,1,1400,30.068636,-89.939007,30.068636,-89.939007
5871,8827,1859-05-27,New Orleans,LA,New Orleans,LA,Eliza Jane Smallwood,1,1500,30.068636,-89.939007,30.068636,-89.939007
5873,8832,1859-05-27,New Orleans,LA,New Orleans,LA,Catherine,1,1100,30.068636,-89.939007,30.068636,-89.939007
5875,10845,1859-05-27,New Orleans,LA,New Orleans,LA,Jim,0,1300,30.068636,-89.939007,30.068636,-89.939007
5876,10869,1859-05-27,New Orleans,LA,New Orleans,LA,Louise,1,1300,30.068636,-89.939007,30.068636,-89.939007
5877,11029,1859-05-27,New Orleans,LA,New Orleans,LA,Mary Wilson,1,800,30.068636,-89.939007,30.068636,-89.939007
5880,9798,1859-05-28,New Orleans,LA,New Orleans,LA,Celestine,1,1300,30.068636,-89.939007,30.068636,-89.939007
5881,10859,1859-05-28,New Orleans,LA,New Orleans,LA,Annette,1,1085.7,30.068636,-89.939007,30.068636,-89.939007
5882,10865,1859-05-28,New Orleans,LA,New Orleans,LA,Julie,1,1500,30.068636,-89.939007,30.068636,-89.939007
5883,10868,1859-05-28,New Orleans,LA,New Orleans,LA,Letty,1,500,30.068636,-89.939007,30.068636,-89.939007
5884,10870,1859-05-28,New Orleans,LA,New Orleans,LA,Emily,1,700,30.068636,-89.939007,30.068636,-89.939007
5885,10879,1859-05-28,New Orleans,LA,New Orleans,LA,Madeleine,1,1000,30.068636,-89.939007,30.068636,-89.939007
5886,11025,1859-05-28,New Orleans,LA,New Orleans,LA,Phillis Douglas,1,1550,30.068636,-89.939007,30.068636,-89.939007
5887,8850,1859-05-29,New Orleans,LA,New Orleans,LA,Lucy,1,1200,30.068636,-89.939007,30.068636,-89.939007
5889,8836,1859-05-30,New Orleans,LA,New Orleans,LA,Davy / Prince Albert,0,1250,30.068636,-89.939007,30.068636,-89.939007
5890,8837,1859-05-30,New Orleans,LA,New Orleans,LA,Emeline,1,1175,30.068636,-89.939007,30.068636,-89.939007
5891,8844,1859-05-30,New Orleans,LA,New Orleans,LA,Frances,1,1200,30.068636,-89.939007,30.068636,-89.939007
5892,9873,1859-05-30,New Orleans,LA,New Orleans,LA,Joseph,0,460,30.068636,-89.939007,30.068636,-89.939007
5895,9876,1859-05-30,New Orleans,LA,New Orleans,LA,Henry,0,1250,30.068636,-89.939007,30.068636,-89.939007
5896,9956,1859-05-30,New Orleans,LA,New Orleans,LA,Florin,1,1250,30.068636,-89.939007,30.068636,-89.939007
5897,10849,1859-05-30,New Orleans,LA,New Orleans,LA,Creasey,1,600,30.068636,-89.939007,30.068636,-89.939007
5899,8839,1859-05-31,New Orleans,LA,New Orleans,LA,Rosanna,1,1300,30.068636,-89.939007,30.068636,-89.939007
5901,8842,1859-05-31,New Orleans,LA,New Orleans,LA,Mimi / Precilla,1,1400,30.068636,-89.939007,30.068636,-89.939007
5902,8843,1859-05-31,New Orleans,LA,New Orleans,LA,Stephen,0,1500,30.068636,-89.939007,30.068636,-89.939007
5903,8854,1859-05-31,New Orleans,LA,New Orleans,LA,Estelle,1,1250,30.068636,-89.939007,30.068636,-89.939007
5904,8859,1859-05-31,New Orleans,LA,New Orleans,LA,Elizabeth Goff,1,1400,30.068636,-89.939007,30.068636,-89.939007
5905,8890,1859-05-31,New Orleans,LA,New Orleans,LA,Flora,1,1230,30.068636,-89.939007,30.068636,-89.939007
5906,9880,1859-05-31,New Orleans,LA,New Orleans,LA,Nelson,0,95,30.068636,-89.939007,30.068636,-89.939007
5914,8853,1859-06-01,New Orleans,LA,New Orleans,LA,Julia,1,500,30.068636,-89.939007,30.068636,-89.939007
5916,8873,1859-06-01,New Orleans,LA,New Orleans,LA,Gilbert,0,975,30.068636,-89.939007,30.068636,-89.939007
5917,10858,1859-06-01,New Orleans,LA,New Orleans,LA,Laura,1,1400,30.068636,-89.939007,30.068636,-89.939007
5919,9878,1859-06-02,New Orleans,LA,New Orleans,LA,Henry,0,600,30.068636,-89.939007,30.068636,-89.939007
5921,8865,1859-06-03,New Orleans,LA,New Orleans,LA,Vaine/Vainac/Felicite,1,300,30.068636,-89.939007,30.068636,-89.939007
5922,8867,1859-06-03,New Orleans,LA,New Orleans,LA,Elmira,1,1791,30.068636,-89.939007,30.068636,-89.939007
5923,8871,1859-06-03,New Orleans,LA,New Orleans,LA,Armand,0,1425,30.068636,-89.939007,30.068636,-89.939007
5926,10871,1859-06-03,New Orleans,LA,New Orleans,LA,Milly,1,250,30.068636,-89.939007,30.068636,-89.939007
5927,8866,1859-06-04,New Orleans,LA,New Orleans,LA,Felicy,1,1000,30.068636,-89.939007,30.068636,-89.939007
5928,8868,1859-06-04,New Orleans,LA,New Orleans,LA,Tommy,0,1000,30.068636,-89.939007,30.068636,-89.939007
5929,8870,1859-06-04,New Orleans,LA,New Orleans,LA,Reuban,0,1350,30.068636,-89.939007,30.068636,-89.939007
5931,8881,1859-06-04,New Orleans,LA,New Orleans,LA,Mathilda,1,800,30.068636,-89.939007,30.068636,-89.939007
5932,9901,1859-06-04,New Orleans,LA,New Orleans,LA,Jacob,0,1085,30.068636,-89.939007,30.068636,-89.939007
5934,8869,1859-06-06,New Orleans,LA,New Orleans,LA,Clara,1,1200,30.068636,-89.939007,30.068636,-89.939007
5935,8875,1859-06-06,New Orleans,LA,New Orleans,LA,Prescilla,1,1300,30.068636,-89.939007,30.068636,-89.939007
5936,9904,1859-06-06,New Orleans,LA,New Orleans,LA,Celestine,1,500,30.068636,-89.939007,30.068636,-89.939007
5939,10878,1859-06-07,New Orleans,LA,New Orleans,LA,William,0,250,30.068636,-89.939007,30.068636,-89.939007
5941,8876,1859-06-08,New Orleans,LA,New Orleans,LA,Jean Jacques,0,725,30.068636,-89.939007,30.068636,-89.939007
5942,8877,1859-06-08,New Orleans,LA,New Orleans,LA,Harriet,1,960,30.068636,-89.939007,30.068636,-89.939007
5945,9877,1859-06-08,New Orleans,LA,New Orleans,LA,Mathilda,1,1200,30.068636,-89.939007,30.068636,-89.939007
5947,10880,1859-06-08,New Orleans,LA,New Orleans,LA,Hannah,1,600,30.068636,-89.939007,30.068636,-89.939007
5948,9879,1859-06-09,New Orleans,LA,New Orleans,LA,Laurent,0,1400,30.068636,-89.939007,30.068636,-89.939007
5950,10881,1859-06-10,New Orleans,LA,New Orleans,LA,Anna,1,1200,30.068636,-89.939007,30.068636,-89.939007
5951,10889,1859-06-10,New Orleans,LA,New Orleans,LA,Patsy,1,1125,30.068636,-89.939007,30.068636,-89.939007
5952,9884,1859-06-11,New Orleans,LA,New Orleans,LA,Rose,1,1500,30.068636,-89.939007,30.068636,-89.939007
5953,9885,1859-06-11,New Orleans,LA,New Orleans,LA,Modeste,1,50,30.068636,-89.939007,30.068636,-89.939007
5954,9886,1859-06-11,New Orleans,LA,New Orleans,LA,Jacques,0,1800,30.068636,-89.939007,30.068636,-89.939007
5955,9906,1859-06-11,New Orleans,LA,New Orleans,LA,Julia,1,1005,30.068636,-89.939007,30.068636,-89.939007
5957,10926,1859-06-11,New Orleans,LA,New Orleans,LA,Lucy,1,800,30.068636,-89.939007,30.068636,-89.939007
5958,9916,1859-06-13,New Orleans,LA,New Orleans,LA,Sarah,1,775,30.068636,-89.939007,30.068636,-89.939007
5961,9890,1859-06-14,New Orleans,LA,New Orleans,LA,Dorothee,1,60,30.068636,-89.939007,30.068636,-89.939007
5964,10884,1859-06-14,New Orleans,LA,New Orleans,LA,Lucinda,1,500,30.068636,-89.939007,30.068636,-89.939007
5965,10929,1859-06-14,New Orleans,LA,New Orleans,LA,Mary,1,825,30.068636,-89.939007,30.068636,-89.939007
5966,9887,1859-06-15,New Orleans,LA,New Orleans,LA,Olivia,1,2000,30.068636,-89.939007,30.068636,-89.939007
5967,9889,1859-06-15,New Orleans,LA,New Orleans,LA,Julia,1,495,30.068636,-89.939007,30.068636,-89.939007
5976,10887,1859-06-15,New Orleans,LA,New Orleans,LA,Martha,1,900,30.068636,-89.939007,30.068636,-89.939007
5979,10900,1859-06-15,New Orleans,LA,New Orleans,LA,Henry,0,1000,30.068636,-89.939007,30.068636,-89.939007
5986,10919,1859-06-15,New Orleans,LA,New Orleans,LA,Rachel,1,550,30.068636,-89.939007,30.068636,-89.939007
5987,9900,1859-06-16,New Orleans,LA,New Orleans,LA,Simon,1,1000,30.068636,-89.939007,30.068636,-89.939007
5992,10927,1859-06-17,New Orleans,LA,New Orleans,LA,Nancy,1,1000,30.068636,-89.939007,30.068636,-89.939007
5994,9903,1859-06-18,New Orleans,LA,New Orleans,LA,Louisa,1,550,30.068636,-89.939007,30.068636,-89.939007
5995,9929,1859-06-18,New Orleans,LA,New Orleans,LA,Charlotte,1,500,30.068636,-89.939007,30.068636,-89.939007
5996,9944,1859-06-18,New Orleans,LA,New Orleans,LA,John Smith,0,1450,30.068636,-89.939007,30.068636,-89.939007
5997,10924,1859-06-18,New Orleans,LA,New Orleans,LA,Sophia,1,1200,30.068636,-89.939007,30.068636,-89.939007
6000,9915,1859-06-20,New Orleans,LA,New Orleans,LA,Marie Hercilie,1,1100,30.068636,-89.939007,30.068636,-89.939007
6001,10925,1859-06-20,New Orleans,LA,New Orleans,LA,Samaria Mizzy / Mary,1,250,30.068636,-89.939007,30.068636,-89.939007
6002,9907,1859-06-21,New Orleans,LA,New Orleans,LA,Prescillia,1,2000,30.068636,-89.939007,30.068636,-89.939007
6006,9931,1859-06-21,New Orleans,LA,New Orleans,LA,Charlotte,1,1300,30.068636,-89.939007,30.068636,-89.939007
6008,9908,1859-06-22,New Orleans,LA,New Orleans,LA,Maria,1,850,30.068636,-89.939007,30.068636,-89.939007
6010,10934,1859-06-22,New Orleans,LA,New Orleans,LA,Francois,0,1000,30.068636,-89.939007,30.068636,-89.939007
6011,11085,1859-06-22,New Orleans,LA,New Orleans,LA,Mary,1,750,30.068636,-89.939007,30.068636,-89.939007
6012,8883,1859-06-23,New Orleans,LA,New Orleans,LA,Robert,0,1325,30.068636,-89.939007,30.068636,-89.939007
6013,9926,1859-06-23,New Orleans,LA,New Orleans,LA,Nancy,1,400,30.068636,-89.939007,30.068636,-89.939007
6014,9943,1859-06-23,New Orleans,LA,New Orleans,LA,Wilson,0,20,30.068636,-89.939007,30.068636,-89.939007
6015,9925,1859-06-24,New Orleans,LA,New Orleans,LA,Arthemise,1,1400,30.068636,-89.939007,30.068636,-89.939007
6016,9927,1859-06-24,New Orleans,LA,New Orleans,LA,Maria,1,1000,30.068636,-89.939007,30.068636,-89.939007
6017,9947,1859-06-24,New Orleans,LA,New Orleans,LA,Betsey,1,1400,30.068636,-89.939007,30.068636,-89.939007
6018,10994,1859-06-24,New Orleans,LA,New Orleans,LA,Andre / Andrew,0,900,30.068636,-89.939007,30.068636,-89.939007
6019,8888,1859-06-25,New Orleans,LA,New Orleans,LA,Lovie,1,800,30.068636,-89.939007,30.068636,-89.939007
6022,9930,1859-06-25,New Orleans,LA,New Orleans,LA,Clementine,1,1050,30.068636,-89.939007,30.068636,-89.939007
6023,9948,1859-06-25,New Orleans,LA,New Orleans,LA,Robert,0,1315.1,30.068636,-89.939007,30.068636,-89.939007
6031,10963,1859-06-25,New Orleans,LA,New Orleans,LA,William,0,1350,30.068636,-89.939007,30.068636,-89.939007
6032,10964,1859-06-25,New Orleans,LA,New Orleans,LA,Rachel,1,800,30.068636,-89.939007,30.068636,-89.939007
6033,11024,1859-06-25,New Orleans,LA,New Orleans,LA,Aggy,1,1300,30.068636,-89.939007,30.068636,-89.939007
